datasetId,openFemaDataSet,datasetVersion,name,title,description,type,sortOrder,isSearchable,isNestedObject,isNullable,primaryKey,id,lastRefresh,hash
openfema-73,FimaNfipClaims,2,elevatedBuildingIndicator,Elevated Building Indicator,"Indicates whether a building meets the NFIP definition of an elevated building. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'. An elevated building is a no-basement building that was constructed so as to meet the following criteria: 
1. The top of the elevated floor (all A zones) or the bottom of the lowest horizontal structural member of the lowest floor (all V zones) is above ground level. 
2. The building is adequately anchored. 
3. The method of elevation is pilings, columns (posts and piers), shear walls (not in V zones), or solid foundation perimeter walls (not in V zones).",boolean,7,0,0,1,0,1e153b9d-0034-47a0-8ff7-835fafe86a55,2023-06-22T22:02:44.317Z,1f9f9bd7c45bfd0aa27689464c553474362b86c5
openfema-73,FimaNfipClaims,2,elevationCertificateIndicator,Elevation Certificate Indicator,"Indicates if a policy has been rated with Elevation Certificate. (An empty value indicates that this information was not reported; it does not necessarily mean that these properties do not have an Elevation Certificate, just that one was not reported at the time the policy was written.)
1 - No Elevation Certificate, original effective date prior to October 1, 1982, with no break in insurance coverage or change in insurable interest. Policies will be rated using No Base Flood Elevation +2 to +4 feet rates;
2 - No Elevation Certificate, original effective date on or after October 1, 1982, with no break in insurance coverage or change in insurable interest. Policies will be rated using No Elevation Certificate rates;
3 - Elevation Certificate with BFE. Policies will be rated using With Base Flood Elevation rates;
4 - Elevation Certificate without BFE.  Policies will be rated using No Base Flood Elevation rates; 
A - Basement or Subgrade Crawlspace;
B - Fill or Crawlspace; 
C - Piles, Piers, or Columns with Enclosure; 
D - Piles, Piers, or Columns without Enclosure; 
E - Slab on Grade;",text,8,1,0,1,0,0798a200-925c-4f89-ba9a-02be5b36c423,2023-06-22T22:02:44.317Z,05d2fac9d2c2617d103beeab1db5ac1e1381a0fe
openfema-73,FimaNfipClaims,2,elevationDifference,Elevation Difference,"Difference between the elevation of the lowest floor used for rating, or the floodproofed elevation, and the base flood elevation (BFE), or base flood depth, as appropriate. Round to nearest higher elevation difference in whole feet using .5 as the midpoint

NOTE: The depth shown on the Flood Insurance Rate Map (FIRM) for Zone AO that indicates the depth of water above the highest adjacent grade resulting from a flood that has a 1% chance of equaling or exceeding that level in any given year.The elevation of surface water resulting from a flood that has a 1% chance of equaling or exceeding that level in any given year. The BFE is shown on the FloodInsurance Rate Map (FIRM) forZones AE, AH, A1-A30, AR, AR/A, AR/AE, AR/A1-A30, AR/AH, AR/A0, V1-V30 andVE.
The value of 9999.0 indicates the field is not reported and/or used for this policy",integer,9,1,0,1,0,480bc5bb-4d3e-46b0-8a4c-d652d9cb9834,2023-06-22T22:02:44.317Z,5ebab9e2c688b1b6ad0d58a77d6268a3837d0f19
openfema-73,FimaNfipClaims,2,ratedFloodZone,Rated Flood Zone,"Formerly called floodZone. NFIP Flood Zone derived from the Flood Insurance Rate Map (FIRM) used to rate the insured property.

A - Special Flood with no Base Flood Elevation on FIRM; 
AE, A1-A30 - Special Flood with Base Flood Elevation on FIRM; 
A99 - Special Flood with Protection Zone; 
AH, AHB* - Special Flood with Shallow Ponding; 
AO, AOB* - Special Flood with Sheet Flow; 
X, B - Moderate Flood from primary water source.  Pockets of areas subject to drainage problems; 
X, C - Minimal Flood from primary water source.  Pockets of areas subject to drainage problems; 
D - Possible Flood; 
V - Velocity Flood with no Base Flood Elevation on FIRM; 
VE, V1-V30 - Velocity Flood with Base Flood Elevation on FIRM; 
AE, VE, X - New zone designations used on new maps starting January 1, 1986, in lieu of A1-A30, V1-V30, and B and C; 
AR - A Special Flood Hazard Area that results from the decertification of a previously accredited flood protection system that is determined to be in the process of being restored to provide base flood protection;
AR Dual Zones - (AR/AE, AR/A1-A30, AR/AH, AR/AO, AR/A) Areas subject to flooding from failure of the flood protection system (Zone AR) which also overlap an existing Special Flood Hazard Area as a dual zone; 

*AHB, AOB, ARE, ARH, ARO, and ARA are not risk zones shown on a map, but are acceptable values for rating purposes",text,11,1,0,1,0,8f2fabe4-283b-4872-838d-c8ca44729c92,2023-06-22T22:02:44.317Z,066a75f6607d0e0c4634be354548b7db3d36cbd6
openfema-73,FimaNfipClaims,2,locationOfContents,Location of Contents,"Code that indicates the location of contents, (e.g., garage on property, in house):
1 - Basement/Enclosure/Crawlspace/Subgrade Crawlspace only; 
2 - Basement/Enclosure/Crawlspace/Subgrade Crawlspace and above; 
3 - Lowest floor only above ground level (no basement/enclosure/crawlspace/subgrade crawlspace);
4 - Lowest floor above ground level and higher floors (no basement/enclosure/crawlspace/subgrade crawlspace); 
5 - Above ground level more than one full floor; 
6 - Manufactured (mobile) home or travel trailer on foundation;
7 - Enclosure/Crawlspace and above;",smallint,13,1,0,1,0,1458238c-ad1b-4913-a2fd-fa15d00e925e,2023-06-22T22:02:44.317Z,dc044db95a49aeea1b298e31061d10849145071f
openfema-73,FimaNfipClaims,2,numberOfFloorsInTheInsuredBuilding,Number of Floors in the Insured Building,"Code that indicates the number of floors in the insured building.
1 = One floor; 
2= Two floors; 
3 = Three or more floors; 
4 = Split-level; 
5 = Manufactured (mobile) home or travel trailer on foundation; 
6 = Townhouse/Rowhouse with three or more floors (RCBAP Low-rise only);",smallint,16,1,0,1,0,1f620998-e458-4e96-be7a-b931b833467e,2023-06-22T22:02:44.317Z,6774b2b7913ed624d058c116b654d42720fe6376
openfema-50,HazardMitigationPlanStatuses,1,censusSource,Source,"The source of the data. The source of most of the records is the Census 2018 ACS. Sources can also be: manually entered communities, BIA, or the State of Maine.",text,17,1,0,1,0,bcd5c42d-4d3a-4c45-adc2-3afd8397cfcd,2024-02-20T22:03:39.864Z,3091e217abe38878b2422f993be9627f5ddd3caf
openfema-73,FimaNfipClaims,2,obstructionType,Obstruction Type,"Code that gives the type of obstruction (if any) in the enclosure (if any). 
15 - With obstruction: enclosure/crawlspace with proper openings not used for rating (not applicable in V zones); 
20 - With obstruction:  less than 300 sq. ft. with breakaway walls, but no machinery or equipment attached to building below lowest elevated floor, or elevation of machinery/equipment is at or above Base Flood Elevation; 
24 - With obstruction:  less than 300 sq. ft. with breakaway walls or finished enclosure and with machinery or equipment attached to building below lowest elevated floor, and elevation of machinery/equipment is below Base Flood Elevation; 
30 - With obstruction:  300 sq. ft. or more with breakaway walls, but no machinery or equipment attached to building below the Base Flood Elevation; 
34 - With obstruction:  300 sq. ft. or more with breakaway walls or finished enclosure and with machinery or equipment attached to building below the Base Flood Elevation; 
40 - With obstruction:  no walls, but the elevation of machinery or equipment attached to building is below Base Flood Elevation (NOTE:  Use Obstruction Type 10 and Without Obstruction Rate Table if the elevation of machinery/equipment is at or above Base Flood Elevation.); 
50 - With obstruction:  nonbreakaway walls/crawlspace or finished enclosure with no machinery or equipment attached to building below lowest elevated floor; 
54 - With obstruction:  nonbreakaway walls/crawlspace or finished enclosure with machinery or equipment attached to building below lowest elevated floor; 
60 - With obstruction; 
70 - With Certification subgrade crawlspace (AE, A01-A30, unnumbered A, AO, AH, AOB, AHB zones); 
80 - Without Certification subgrade crawlspace (all zones); 
90 - With Enclosure: Elevated buildings with elevator below the BFE in A zones. No other enclosure below the BFE.; 
91 - Free of Obstruction: Elevated buildings with lattice, slats, or shutters (including louvers) enclosing the elevator below the BFE in V zones. No other obstruction or machinery and equipment (M&E) servicing the building located below the BFE. The building  will be rated free of obstruction with the V zone elevator loading added to the building basic limit.; 
92 - With Enclosure: Elevated buildings with elevator below the BFE in A zones. Enclosure below the BFE has no proper openings, is finished, or is used for other than parking, building access, or storage.; 
94 - With Obstruction: Elevated buildings with elevator below the BFE in V zones. No other obstruction or machinery and equipment (M&E) servicing the building located below the BFE.; 
95 - With Obstruction: Elevated buildings with elevator below the BFE in V zones. Breakaway wall obstruction is unfinished and elevator and obstruction are located below the BFE, but no machinery and equipment (M&E) servicing the building is located below the BFE.; 
96 - With Obstruction: Elevated buildings with elevator below the BFE in V zones. Breakaway wall obstruction is finished or is used for other than parking, building access, or storage.; 
97 - With Obstruction: Elevated buildings with elevator below the BFE in V zones. No other obstruction, but has M&E servicing the building located below the BFE. ; 
98 - With Obstruction: Elevated buildings with elevator below the BFE in V zones. Breakaway walls obstruction and M&E servicing the building are located below the BFE.;",smallint,18,1,0,1,0,75b272e8-b75f-49fa-ae8f-0926585ca143,2023-06-22T22:02:44.317Z,60110cd58ad0e9e1a39a600e6b02f01aab56fb44
openfema-80,HmaSubapplicationsFinancialTransactions,1,transactionType,Transaction Type,"The type of financial transaction (i.e., Award, Amendment, Deobligation, Payment).",text,2,1,0,0,1,79145ed6-e6db-4f6f-868f-5f5bc186b07e,2024-02-20T22:03:39.864Z,f13bbaea92981c5cc284fe2280fe878c51ea7d45
openfema-73,FimaNfipClaims,2,buildingDeductibleCode,Building Deductible Code,"The total deductible amount in dollars for buildings, both main and appurtenant, that can be applied against a loss.
Legal values (value : description):
0 : $500; 
1 : $1,000; 
2 : $2,000; 
3 : $3,000; 
4 : $4,000; 
5 : $5,000; 
9 : $750; 
A : $10,000; 
B : $15,000; 
C : $20,000; 
D : $25,000; 
E : $50,000; 
F : $1,250; 
G : $1,500; 
H : $200 - Used only in Group Flood Insurance Policies;",text,33,1,0,1,0,0b6c2e20-e052-4631-a278-3ce72347c706,2023-06-22T22:02:44.317Z,f04ed3bdb389a85a247e821d24f2fc64cf2b9cb2
openfema-73,FimaNfipClaims,2,causeOfDamage,Cause of Damage Code,"Indicates the method by which the insured's property and contents were damaged. 
Legal values (value : description): 
0 : Other causes; 
1 : Tidal water overflow; 
2 : Stream, river, or lake overflow; 
3 : Alluvial fan overflow; 
4 : Accumulation of rainfall or snowmelt; 
7 : Erosion-demolition; 
8 : Erosion-removal; 
9 : Earth movement, landslide, land subsidence, sinkholes, etc.; 
A : Closed basin lake; 
B : Expedited claim handling process without site inspection; 
C : Expedited claim handling process follow-up site inspection; 
D : Expedited claim handling process by Adjusting Process Pilot Program (Remote Adjustment); 
NOTE: Due to certain provisions of the Upton Jones Amendment to the National Flood Insurance Act, cause of loss codes 7 and 8 may be used only if the date of loss is prior to September 23, 1995. More than one cause of loss code can be selected. For example, you may select 2 (stream, river, or lake overflow) and D (remote adjustment) on a single claim, or any combination of letters/numbers as appropriate",text,36,1,0,1,0,e91e8ad7-36fd-4c0f-ac28-ace90ec98916,2023-06-22T22:02:44.317Z,5411bc88a2cfdfe190a7c026d266b4e5e25eadac
openfema-73,FimaNfipClaims,2,condominiumCoverageTypeCode,Condominium Coverage Type Code,"Indicates what type of coverage the building has (e.g., Residential Condominium Building Association Policy (RCBAP), Master Policy)
Legal values (value : description):
N : Not a Condominium; 
U : Individual Condominium Unit insured by a unit owner or by an association; 
A : Condominium Association; 
H : Condominium Master Policy (RCBAP) High-Rise; 
L : Condominium Master Policy (RCBAP) Low-Rise;",text,37,1,0,1,0,e8943220-7db6-4a5a-856c-a69df89a16f1,2023-06-22T22:02:44.317Z,a1f4e5721cae244d20b4116097e5ea51d31d36ea
openfema-73,FimaNfipClaims,2,contentsDeductibleCode,Contents Deductible Code,"The total deductible amount in dollars for contents in both main and apartment structures that can be applied against the loss.
Legal values (value : description):
0 : $500; 
1 : $1,000; 
2 : $2,000; 
3 : $3,000; 
4 : $4,000; 
5 : $5,000; 
9 : $750; 
A : $10,000; 
B : $15,000; 
C : $20,000; 
D : $25,000; 
E : $50,000; 
F : $1,250; 
G : $1,500; 
H : $200 - Used only in Group Flood Insurance Policies;",text,39,1,0,1,0,28b84c92-b992-46c6-81ff-a5a86f50c5a8,2023-06-22T22:02:44.317Z,3553fe0e9fb68ca1cab4fa88c8dd9308b381b58f
openfema-73,FimaNfipClaims,2,disasterAssistanceCoverageRequired,Disaster Assistance Coverage Required Code,"Indicates which federal agency has required the purchase of flood insurance as a requirement for disaster assistance.
Legal values (value : description):
0 : Not Required; 
1 : SBA; 
2 : FEMA; 
4 : HHS (canceled, effective October 1, 2009); 
5 : Other Agency;",smallint,42,1,0,1,0,b90f2805-cd34-410a-a48b-8349740f565e,2023-06-22T22:02:44.317Z,a6d96f69d72868bfd31d2b0b8c7093404d08bd81
openfema-73,FimaNfipClaims,2,eventDesignationNumber,Event Designation Number (EDN),"The Event Designation Number (EDN) is a unique identifier established for a catastrophe flood event.
NOTE: EDN has replaced FICO as the new event tracking designation. Prior to June 2020 flood events were assigned FICO number designations; after June 2020, flood events are assigned EDN number designations. A public bulletin will designate the EDN number assignments by state with corresponding dates of loss. Example: 2 letter state abbreviation (TX), 2-digit event designator (02) and 2-digit year (20). Full example would be TX0220.",text,43,1,0,1,0,7347bdfc-4dbf-4d8e-8e7e-a2f9b94d5334,2023-06-22T22:02:44.317Z,77dcd0b1399e1d81f175fd2410cec46b4e44939c
openfema-73,FimaNfipClaims,2,ficoNumber,Flood Insurance Claims Office (FICO) Number,"Number assigned at the time of a significant flooding event to uniquely identify each affected state. A public bulletin will designate the FICO number assignments by state with corresponding dates of loss. 
Note: Flood Insurance Claims Office (FICO) is an NFIP claims processing office set up in a catastrophe area when a sufficient number of flood claims result from a single event. EDN has replaced FICO as the new event tracking designation. Prior to June 2020 flood events were assigned FICO number designations; after June 2020, flood events are assigned EDN number designations. A public bulletin will designate the EDN number assignments by state with corresponding dates of loss. Example: 2 letter state abbreviation (TX), 2-digit event designator (02) and 2-digit year (20). Full example would be TX0220.",smallint,44,1,0,1,0,3e6009d9-aa4e-4d34-9376-96542ba11564,2023-06-22T22:02:44.317Z,278a73a136f396716cd10a1cace13212f9e4fd53
openfema-73,FimaNfipClaims,2,floodCharacteristicsIndicator,Flood Characteristics Indicator,"Indicates characteristics of the flood waters. 
Legal values (value : description): 
1 : Velocity Flow; 
2 : Low-Velocity Flow or Ponding; 
3 : Wave Action; 
4 : Mudflow; 
5 : Erosion;",smallint,45,1,0,1,0,342d8d6a-8336-4da4-9b13-2c003d511aea,2023-06-22T22:02:44.317Z,90bb3e38538992b52ee1ed05a2c95878d626b6bb
openfema-73,FimaNfipClaims,2,floodproofedIndicator,Floodproofed Indicator,"Indicates if the insured structure is floodproofed. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'. 
NOTE: Floodproofing is any combination of structural and non-structural additions, changes, or adjustments to structures which reduce or eliminate flood damage to a property. Floodproofing may be an alternative to elevating a building to or above the BFE; however, the NFIP requires a Floodproofing Certificate prior to considering floodproofing mitigation measures in rating a structure",boolean,47,0,0,1,0,10ed2bd1-40da-4fba-a0d2-8f68da58d7f9,2023-06-22T22:02:44.317Z,741bfa183ad017b72573248f73b4bd023f6566ab
openfema-73,FimaNfipClaims,2,iccCoverage,Increased Cost of Compliance (ICC) Coverage,"Amount of Increased Cost of Compliance (ICC) coverage for building in whole dollars.
NOTE: ICC coverage is the coverage for expenses that a property owner must incur, above and beyond the cost to repair the physical damage the building actually sustained from a flooding event, to comply with mitigation requirements of state or local floodplain management ordinances or laws. Acceptable mitigation measures are elevation, floodproofing, relocation, demolition, or any combination thereof",integer,49,1,0,1,0,2ff79377-8927-4d55-b71b-8019e03f2fc5,2023-06-22T22:02:44.317Z,3df7b298722c6610634531e0308d86d7ccfac742
openfema-73,FimaNfipClaims,2,nonPaymentReasonContents,Contents Non-Payment Reason,"Reason why a claim was not paid for the contents of a property. 
TRRP Field: Claim Closed Without Payment Reason - Contents 
Legal values (value : description): 
01 : Claim denied that was less than deductible; 
02 : Seepage; 
03 : Backup drains; 
04 : Shrubs not covered; 
05 : Sea wall; 
06 : Not actual flood; 
07 : Loss in progress; 
08 : Failure to pursue claim; 
09 : Debris removal only; 
10 : Fire; 
11 : Fence damage; 
12 : Hydrostatic pressure; 
13 : Drainage clogged; 
14 : Boat piers; 
15 : Not insured, damage before inception of policy; 
16 : Not insured, wind damage; 
17 : Type of erosion not included in definition of flood or flooding; 
18 : Landslide; 
19 : Type of mudflow not included in definition of flood or flooding; 
20 : No demonstrable damage; 
97 : Other; 
98 : Error-delete claim (no assignment); 
99 : Erroneous assignment;",text,54,1,0,1,0,2e61d63e-cf1e-4926-be1c-6831782d1d83,2023-06-22T22:02:44.317Z,62a09a1ab64a8ae4732f2cf68f64f4c05ce1326b
openfema-73,FimaNfipClaims,2,nonPaymentReasonBuilding,Building Non-Payment Reason,"Reason why a claim was not paid for a property structure. 
TRRP Field: Claim Closed Without Payment Reason - Building 
Legal values (value : description): 
01 : Claim denied that was less than deductible; 
02 : Seepage; 
03 : Backup drains; 
04 : Shrubs not covered; 
05 : Sea wall; 
06 : Not actual flood; 
07 : Loss in progress; 
08 : Failure to pursue claim; 
09 : Debris removal only; 
10 : Fire; 
11 : Fence damage; 
12 : Hydrostatic pressure; 
13 : Drainage clogged; 
14 : Boat piers; 
15 : Not insured, damage before inception of policy; 
16 : Not insured, wind damage; 
17 : Type of erosion not included in definition of flood or flooding; 
18 : Landslide; 
19 : Type of mudflow not included in definition of flood or flooding; 
20 : No demonstrable damage; 
97 : Other; 
98 : Error-delete claim (no assignment); 
99 : Erroneous assignment;",text,55,1,0,1,0,c5514be9-8d37-4890-890b-3593a42aadbe,2023-06-22T22:02:44.317Z,943b1c0fe0e5bd85fe9731d08799aab2f81edcf8
openfema-73,FimaNfipClaims,2,buildingReplacementCost,Building Replacement Cost,"Estimated cost in whole dollars to replace the building as reported by the insurer. 
NOTE : Replacement cost is not market value, and it does not include the cost of the land or contents. It is strictly the estimated cost to reconstruct the building",bigint,57,1,0,1,0,ed148643-70a9-4fac-838f-c02226305ebc,2023-06-22T22:02:44.317Z,cf5b0ced4b6246ffad36d301a67d7b9e9e89e410
openfema-73,FimaNfipClaims,2,contentsReplacementCost,Contents Replacement Cost,"Estimated cost in whole dollars to replace the contents as reported by the insurer. 
NOTE : Replacement cost is not market value, and it does not include the cost of the land or building. It is strictly the estimated cost to replace the contents.",integer,58,1,0,1,0,50cf9ba1-a494-4865-8be5-12dd53246682,2023-06-22T22:02:44.317Z,518d12e514bc294567d90f64a15e394ebc7a66fa
openfema-73,FimaNfipClaims,2,replacementCostBasis,Replacement Cost Basis,"This indicates whether the building claim was settled on a replacement cost basis. 
Legal values (value: description):
R: Replacement Cost Basis;
A: Actual Cash Value Basis;",text,59,1,0,1,0,2bcca099-dbaf-44d6-8f0a-764cbb0914cd,2023-06-22T22:02:44.317Z,e9913007253128c8a6fa97ae3e691385729e0f6f
openfema-73,FimaNfipClaims,2,floodZoneCurrent,Current Flood Zone,"Flood zone derived from the Flood Insurance Rate Map (FIRM) where the insured property is currently located.
A - Special Flood with no Base Flood Elevation on FIRM; 
AE, A1-A30 - Special Flood with Base Flood Elevation on FIRM; 
A99 - Special Flood with Protection Zone; 
AH, AHB* - Special Flood with Shallow Ponding; 
AO, AOB* - Special Flood with Sheet Flow; 
X, B - Moderate Flood from primary water source.  Pockets of areas subject to drainage problems; 
X, C - Minimal Flood from primary water source.  Pockets of areas subject to drainage problems; 
D - Possible Flood; 
V - Velocity Flood with no Base Flood Elevation on FIRM; 
VE, V1-V30 - Velocity Flood with Base Flood Elevation on FIRM; 
AE, VE, X - New zone designations used on new maps starting January 1, 1986, in lieu of A1-A30, V1-V30, and B and C; 
AR - A Special Flood Hazard Area that results from the decertification of a previously accredited flood protection system that is determined to be in the process of being restored to provide base flood protection; 
AR Dual Zones - (AR/AE, AR/A1-A30, AR/AH, AR/AO, AR/A) Areas subject to flooding from failure of the flood protection system (Zone AR) which also overlap an existing Special Flood Hazard Area as a dual zone; 
*AHB, AOB, ARE, ARH, ARO, and ARA are not risk zones shown on a map, but are acceptable values for rating purposes",text,62,1,0,1,0,7bf649bc-2461-4c30-b637-81f8562af0b6,2023-06-22T22:02:44.317Z,69222f66087500e0f11a0cc0a254c2443825db76
openfema-73,FimaNfipClaims,2,buildingDescriptionCode,Building Description Code,"Indicates the description of the use of the insured building.
Legal values (value : description):
01 : Main House; 
02 : Detached Guest House; 
03 : Detached Garage; 
04 : Agricultural Building; 
05 : Warehouse; 
06 : Pool House, Clubhouse, Recreation Building; 
07 : Tool/Storage Shed; 
08 : Other; 
09 : Barn; 
10 : Apartment Building; 
11 : Apartment - Unit; 
12 : Cooperative Building; 
13 : Cooperative - Unit; 
14 : Commercial Building; 
15 : Condominium (Entire Building); 
16 : Condominium - Unit; 
17 : House of Worship; 
18 : Manufactured (Mobile) Home; 
19 : Travel Trailer; 
20 : Townhouse/Rowhouse;",smallint,63,1,0,1,0,c6ca3266-eeff-4438-92b7-07bf8a1c4e10,2023-06-22T22:02:44.317Z,591fc35231f8764409b38777f60c1b160e9c4fa3
openfema-74,FimaNfipPolicies,2,basementEnclosureCrawlspaceType,Basement Enclosure Crawlspace Type,"Basement is defined for purposes of the NFIP as any level or story which has its floor subgrade on all sides.  Basement structure value are as follow:                                                                                                                       
0  - None;    
1 - Finished Basement/Enclosure;
2 - Unfinished Basement/Enclosure;
3 - Crawlspace;
4 - Subgrade Crawlspace;",smallint,3,1,0,1,0,2308d728-d7f1-4406-8f58-29f8254f0e5c,2023-06-22T22:02:44.317Z,51c4a2a1eb35d475ad1e076413226e0d95d65fba
openfema-74,FimaNfipPolicies,2,condominiumCoverageTypeCode,Condominium Coverage Type Code,"Indicates what type of coverage the building has (e.g., Residential Condominium Building Association Policy (RCBAP), Master Policy)
Legal values (value : description):
N : Not a Condominium; 
U : Individual Condominium Unit insured by a unit owner or by an association; 
A : Condominium Association; 
H : Condominium Master Policy (RCBAP) High-Rise; 
L : Condominium Master Policy (RCBAP) Low-Rise;",text,5,1,0,1,0,2fbddd11-de6f-4963-9178-709ef44c9da5,2023-06-22T22:02:44.317Z,8c0ec5a6bdfb6531a7edded1231cf5d6264c436d
openfema-74,FimaNfipPolicies,2,crsClassCode,CRS Classification Code,"The Community Rating System (CRS) Classification Credit Percentage used to rate the policy. The insurance premium credit is based on whether a property is in or out of the Special Flood Hazard Area (SFHA) as shown on the community's Flood Insurance Rate Map. The premium credit for properties in the SFHA increases according to a community's CRS class:

1 - SFHA 45% ** Non SFHA 10% **;
2 - SFHA 40% ** Non SFHA 10% **;
3 - SFHA 35% ** Non SFHA 10% **;
4 - SFHA 30% ** Non SFHA 10% **;
5 - SFHA 25% ** Non SFHA 10% **;
6 - SFHA 20% ** Non SFHA10% **;
7 - SFHA 15% ** Non SFHA 5% **;
8 - SFHA 10% ** Non SFHA 5% **;
9 - SFHA 5%    Non SFHA 5%;
10 - SFHA 0%  Non SFHA 0%;
 
*For the purpose of determining CRS Premium Discounts, all AR and A99 zones are treated as non-SFHAs. 
**These percentages are subject to change.  Always refer to the Flood Insurance Manual for the latest information",smallint,7,1,0,1,0,059df8c3-c0b1-4eda-b5ee-8581545221c7,2023-06-22T22:02:44.317Z,341ca834333613d8b0dbec19411c767c6af2419f
openfema-74,FimaNfipPolicies,2,buildingDeductibleCode,Building Deductible Code,"The total deductible amount in dollars for buildings, both main and appurtenant, that can be applied against the loss.                                                                                                                                                                          Standard Deductibles: 
 
0 - $500;
1 - $1,000;
2 - $2,000;
3 - $3,000;
4 - $4,000;
5 - $5,000;
9 - $750;
A - $10,000;
B - $15,000;
C - $20,000;
D - $25,000;
E - $50,000;
F - $1,250;
G - $1,500;
H - $200 - Used only in Group Flood Insurance Policies",text,8,1,0,1,0,75d2e290-082c-4e21-aaf6-16e1b397f7e2,2023-06-22T22:02:44.317Z,eed08d257b71f03a4712abbb8afe87c2a722761d
openfema-74,FimaNfipPolicies,2,contentsDeductibleCode,Contents Deductible Code,"The total deductible amount in dollars for contents in both main and apartment structures that can be applied against the loss.                                                                                                                                                     Standard Deductibles: 
 
0 - $500;
1 - $1,000;
2 - $2,000;
3 - $3,000;
4 - $4,000;
5 - $5,000;
9 - $750;
A - $10,000;
B - $15,000;
C - $20,000;
D - $25,000;
E - $50,000;
F - $1,250;
G - $1,500;
H - $200 - Used only in Group Flood Insurance Policies",text,9,1,0,1,0,7e8f49ea-b81f-4438-92f6-8c7bb24c2432,2023-06-22T22:02:44.317Z,8c0bf69abf09669b0ff305b0347fa6f1b4af43a8
openfema-74,FimaNfipPolicies,2,elevatedBuildingIndicator,Elevated Building Indicator,"Indicates whether a building meets the NFIP definition of an elevated building. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.  An elevated building is a no-basement building that was constructed so as to meet the following criteria: 
1. The top of the elevated floor (all A zones) or the bottom of the lowest horizontal structural member of the lowest floor (all V zones) is above ground level;
2. The building is adequately anchored;
3. The method of elevation is pilings, columns (posts and piers), shear walls (not in V zones), or solid foundation perimeter walls (not in V zones);",boolean,10,1,0,1,0,93142a68-0530-410f-928f-ffa1c03086d1,2023-06-22T22:02:44.317Z,219971da44f51264433c481e7030d54bd1e53ae2
openfema-74,FimaNfipPolicies,2,elevationCertificateIndicator,Elevation Certificate Indicator,"Indicates if a policy has been rated with Elevation Certificate. (An empty value indicates that this informtion was not reported; it does not necessarily mean that these properties do not have an Elevation Certificate, just that one was not reported at the time the policy was written.)

1 - No Elevation Certificate, original effective date prior to October 1, 1982, with no break in insurance coverage or change in insurable interest. Policies will be rated using 'No Base Flood Elevation' +2 to +4 feet rates;
2 - No Elevation Certificate, original effective date on or after October 1, 1982, with no break in insurance coverage or change in insurable interest. Policies will be rated using 'No Elevation Certificate' rates;
3 - Elevation Certificate with BFE. Policies will be rated using 'With Base Flood Elevation' rates;
4 - Elevation Certificate without BFE.  Policies will be rated using 'No Base Flood Elevation' rates;
A - Basement or Subgrade Crawlspace; 
B - Fill or Crawlspace;
C - Piles, Piers, or Columns with Enclosure;
D - Piles, Piers, or Columns without Enclosure;
E - Slab on Grade;",text,11,1,0,1,0,423eab53-7e24-4696-9feb-ae4e575f7292,2023-06-22T22:02:44.317Z,fd82371d58ea716ff029c9a8ef5c7fab5e898eec
openfema-74,FimaNfipPolicies,2,elevationDifference,Elevation Difference,"Difference between the elevation of the lowest floor used for rating, or the floodproofed elevation, and the base flood elevation (BFE), or base flood depth, as appropriate. Round to nearest higher elevation difference in whole feet using .5 as the midpoint

NOTE: The depth shown on the Flood Insurance Rate Map (FIRM) for Zone AO that indicates the depth of water above the highest adjacent grade resulting from a flood that has a 1% chance of equaling or exceeding that level in any given year.The elevation of surface water resulting from a flood that has a 1% chance of equaling or exceeding that level in any given year. The BFE is shown on the FloodInsurance Rate Map (FIRM) forZones AE, AH, A1-A30, AR, AR/A, AR/AE, AR/A1-A30, AR/AH, AR/A0, V1-V30 andVE.
The value of 9999.0 indicates the field is not reported and/or used for this policy",integer,12,1,0,1,0,d3829b07-821b-4b57-bf34-c61250c84f5b,2023-06-22T22:02:44.317Z,e63f13f0123d7e09df040ac6e5978d4e3dc60cf2
